"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","description","entrez","result"
428.216891767575,-0.794719133623384,0.13764280914704,-5.77377880143675,7.75131809365482e-09,1.72808275806481e-07,"Gm35828","predicted gene, 35828","102639537","HPP_vs_CTX"
168.690125959441,-0.792845452035289,0.305392563812242,-2.5961517927553,0.00942744067713205,0.0424528961391075,"Lin7a","lin-7 homolog A, crumbs cell polarity complex component","108030","HPP_vs_CTX"
370.030295682097,-0.785037913129584,0.186114745274627,-4.2180317952304,2.4644407439447e-05,0.000255734716233697,"Gpr150","G protein-coupled receptor 150","238725","HPP_vs_CTX"
1205.27987182273,-0.777962092201052,0.181276635231168,-4.29157398695632,1.77411069790051e-05,0.000191409451542589,"Fam26f",NA,NA,"HPP_vs_CTX"
130.311193588978,-0.776651962317291,0.278707885953988,-2.78661638747283,0.00532614879492721,0.026685525654193,"Khdc3","KH domain containing 3, subcortical maternal complex member","66991","HPP_vs_CTX"
246.153812408071,-0.766714498238034,0.264460647552307,-2.89916290130231,0.00374160441998476,0.0198412410654861,"Fan1","FANCD2/FANCI-associated nuclease 1","330554","HPP_vs_CTX"
320.382176180311,-0.766429557084634,0.295102334846888,-2.59716534429418,0.00939966649609753,0.0423669909036457,"1700003F12Rik","RIKEN cDNA 1700003F12 gene","75480","HPP_vs_CTX"
313.466818770394,-0.755575761065107,0.170599959018814,-4.4289328403753,9.47005041010728e-06,0.000109876297856432,"Gm17025","predicted gene 17025","102634155","HPP_vs_CTX"
88.4839787596842,-0.755525326970423,0.295427104314286,-2.55740017059053,0.0105457822658719,0.0464897211426504,"Gm40194","predicted gene, 40194","105244605","HPP_vs_CTX"
1755.4941652157,-0.755143524021268,0.206301828625107,-3.6603821161155,0.000251839398610318,0.00201440504183992,"Cd22","CD22 antigen","12483","HPP_vs_CTX"
7841.44252334065,-0.751276366383611,0.144351322080731,-5.20449938077773,1.94520273045461e-07,3.29585001764418e-06,"Lpar5","lysophosphatidic acid receptor 5","381810","HPP_vs_CTX"
936.410115819681,-0.750492711318448,0.189579872393125,-3.95871514124759,7.53540454494886e-05,0.000697185933325397,"Zfp362","zinc finger protein 362","230761","HPP_vs_CTX"
10232.9452310972,-0.744206376116833,0.111758019458054,-6.65908701429837,2.75533780715942e-11,8.83022321916139e-10,"Liph","lipase, member H","239759","HPP_vs_CTX"
414.338904058461,-0.743382694074808,0.231306209929943,-3.21384667666277,0.00130969588019282,0.00823207233082489,"Gm31223","predicted gene, 31223","102633388","HPP_vs_CTX"
342.375457838692,-0.742142546511395,0.224874552458338,-3.30025135524791,0.000965982690334188,0.0064130060378745,"Adtrp","androgen dependent TFPI regulating protein","109254","HPP_vs_CTX"
